LAT,LON,SID,USA_WIND,CATEGORY,NSEC_TIME,ISO_TIME
23.95,122.45,1998277N24122,20.0,TD,907513200000000000,1998-10-04 15:00:00
24.0,122.5,1998277N24122,20.0,TD,907524000000000000,1998-10-04 18:00:00
24.058,122.55,1998277N24122,22.0,TD,907534800000000000,1998-10-04 21:00:00
24.1,122.6,1998277N24122,25.0,TD,907545600000000000,1998-10-05 00:00:00
24.108,122.65,1998277N24122,25.0,TD,907556400000000000,1998-10-05 03:00:00
24.1,122.7,1998277N24122,25.0,TD,907567200000000000,1998-10-05 06:00:00
24.1,122.758,1998277N24122,25.0,TD,907578000000000000,1998-10-05 09:00:00
24.1,122.8,1998277N24122,25.0,TD,907588800000000000,1998-10-05 12:00:00
24.085,122.808,1998277N24122,25.0,TD,907599600000000000,1998-10-05 15:00:00
24.1,122.8,1998277N24122,25.0,TD,907610400000000000,1998-10-05 18:00:00
24.192,122.8,1998277N24122,25.0,TD,907621200000000000,1998-10-05 21:00:00
24.3,122.8,1998277N24122,25.0,TD,907632000000000000,1998-10-06 00:00:00
24.35,122.8,1998277N24122,25.0,TD,907642800000000000,1998-10-06 03:00:00
24.4,122.8,1998277N24122,25.0,TD,907653600000000000,1998-10-06 06:00:00
24.485,122.793,1998277N24122,27.0,TD,907664400000000000,1998-10-06 09:00:00
24.6,122.8,1998277N24122,30.0,TD,907675200000000000,1998-10-06 12:00:00
24.75,122.828,1998277N24122,30.0,TD,907686000000000000,1998-10-06 15:00:00
24.9,122.9,1998277N24122,30.0,TD,907696800000000000,1998-10-06 18:00:00
25.008,123.02,1998277N24122,30.0,TD,907707600000000000,1998-10-06 21:00:00
25.1,123.2,1998277N24122,30.0,TD,907718400000000000,1998-10-07 00:00:00
25.208,123.435,1998277N24122,30.0,TD,907729200000000000,1998-10-07 03:00:00
25.3,123.7,1998277N24122,30.0,TD,907740000000000000,1998-10-07 06:00:00
25.365,123.95,1998277N24122,30.0,TD,907750800000000000,1998-10-07 09:00:00
25.4,124.2,1998277N24122,30.0,TD,907761600000000000,1998-10-07 12:00:00
